Nickname,Time,Location,Content,Goods,Score
K***7,2024-06-02 21:16:18,湖南,哈哈哈正好手上有徕芬的牙刷，刷头完美匹配，挺好用的早知道就不囤那么多刷头了,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
b***o,2024-06-01 21:07:38,湖北,不太爱评价，但这个是真的棒！质量很好，做工细致，包裹很严实，快递服务态度好，绝对好评！趁着活动入手划算，发货快，包装得好，非常不错，全新体验，赞赞赞！,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
6***d,2024-06-01 16:56:34,上海,牙刷金属质感，手握感觉非常不错，上下刷动对懒人非常友好，希望以后发货外包装不要去见捡别的品牌的纸壳子，用自己品牌的纸壳子就更加完美了。,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
網***徒,2024-06-01 13:15:42,河南,设计时尚，外观好看，昨天买的今天就到，电动牙刷在功能性、舒适度、续航能力以及性价比等方面都具有较强的竞争力。尤其是其人体工学设计、低噪音和长续航时间，使其成为了一款值得推荐的电动牙刷。,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
u***h,2024-05-30 11:51:51,浙江,外观好看，功能强大，操作简单，按键灵敏，未使用待使用后看效果。,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
买***y,2024-05-30 10:48:51,陕西,电动牙刷收到了，很好用，颜色很正，做工精致，使用方便，包装很完美，颜值很高，感觉物超所值！和素士，这次使用笑容加的试试，结果发现不错的，扫振的，很给力，刷牙也干净。外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，大爱！送老公的生意礼物，不都说牙好胃口就好，吃嘛嘛香，身体倍棒嘛，所以京东选了这款牙刷，很有质感，今晚试用一下，再来反馈，服务很满意！颜值真的很高，银色很好看，有一种高级感。服务态度非常好，发货速度快，商品包装严实，打开包装后感觉非常满意。,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
E***l,2024-05-29 10:45:56,辽宁,"包装外观不错
星空灰色真的很nice，很有质感
已使用两次
新手一开始用可能会不习惯振动
但是清洁效果是真的不错",usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
G***R,2024-05-29 02:17:20,山东,牙刷很棒，国产崛起啊，比我之前*块的飞利浦好用多了，四向检测很棒，知道哪边还没刷，刷毛轻柔，牙龈也不出血了。,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
0***t,2024-05-27 20:22:30,广东,非常满意这次的购物体验！电动牙刷的质量非常好，刷毛柔软且耐用，清洁效果也相当不错。卖家服务态度热情周到，解答问题耐心细致。发货速度也很快，很快就收到了心仪的产品。总之，这次购物体验非常愉快，强烈推荐给大家！第一次买他家产品总体感觉不错的。,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
正***Z,2024-05-24 18:52:10,广东,"包装外观：包装可以，算精致吧，比lf大一圈
清洁效果：怎么说呢，扫震确实可以，但没我想的那么厉害，幅度和力量之间取一个平衡还是要调整很多次的
操作方式：这个有点问题，因为提示方式是30s震动一次，按照分区来说，很可能他震动了，但是你还停留在第一个分区，没有刷完。而且虽然说有自感应齿面，但是咱也不知道他到底有没有切换。

希望后续能ota更新一下吧。


其他特色：APP可以，能看每次的刷牙报告，还是不错的，唯一的问题是没有力度识别。",usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
M***I,2024-05-21 13:16:11,海外,试了一下，比我之前买的飞利浦好,usmile笑容加电动牙刷智能扫振  成人情侣礼物送男友 深度清洁护龈 P20 PRO冰河白 七夕情人节礼物,5
c***u,2024-07-15 15:39:53,浙江,"包装很精致，打开包装，这款配色太美了，粉嫩粉嫩的，一下子少女心爆棚！
吹干效果很满意，感觉吹干后头发没有那么干燥，头发养护实力守护，除了小贵没毛病👍",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***7,2024-07-23 21:47:27,上海,家里的吹风机不好用了，一直想用一个戴森，趁着搞活动立马入手，戴森果然风很大，而且噪音很小，温度控制的不错，头发很快就能吹干，而且还送不同的功能的吹嘴，防飞翘模式很好用。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***t,2024-07-31 09:41:47,江苏,"这次618看了很久，终于决定买了。商品质量好，真的很喜欢，发货速度非常快，包装非常。
外观外形：粉色。很普通戴森一样。
噪音大小：运行都会有声音。风量大",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
南***凉,2024-07-14 08:21:17,湖北,用着着很舒服  颜色也很好看  十分推荐来买 吹风机的质量十分不错吹头发都很舒服  颜色也很准确送货的速度也很快  很喜欢这款,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
时***z,2024-07-13 12:51:00,北京,"噪音大小：还可以
外观外形：非常时尚，又是这个爱马仕橙配色
吹干效果：老婆说非常好
头发养护：比之前买的小米强了不少哈哈
产品重量：拿起来非常轻
送货时间：送货换货速度都很快，把它当成给老婆的生日礼物，老婆感觉很不错哈哈，老婆满意全家开心，戴森还是有手艺的",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
M***7,2024-07-29 11:03:00,江苏,买来了用了一段时间了，外观做工还是蛮不错的，手感也很好，用起来风力也挺大的，噪声控制的还可以接受，老婆和小孩子都说好用。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
我***西,2024-04-11 07:14:48,湖北,个人觉得效果一般，风力挺大的，柔顺程度也还行。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,3
j***2,2024-08-04 09:22:26,山东,包装很严实，风力很大，吹干后头发也很顺滑。各种风嘴的使用还在磨合中。吹干时间跟之前用的松下比还没有觉得有多快。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
-***-,2024-08-01 10:22:41,江苏,吹风机用了一段时间才来评价，当时拿回来的时候外包装完好，东西相当好，声音很小，东西也很轻，单手操作很方便，收纳盒也漂亮。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
E***m,2024-07-16 17:44:53,内蒙古,吹风机不错，声音不大，头发快速干，不毛躁，一直关注这一款吹风机，正好618促销，价格合适，颜色是我和宝宝喜欢的，质感也非常好，物有所值，一分价钱一分货,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
l***y,2024-07-18 14:28:50,湖北,"吹风机的负离子功能让我吹出的头发更加顺滑亮
泽，减少毛躁，而且噪音低,使用起来非常舒适，吹头发不再是一件痛苦的事情，很好。",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
费***猫,2024-07-06 08:51:34,上海,太满意了，包装严实有仪式感，吹风机质感很好，颜色也漂亮，我长卷发很@干也不毛躁。声音不算很大，最主要长发很快很快就干了。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
H***g,2024-08-03 10:40:13,河北,发货超级快，买的第二个了，盒子好有质感，机器速干，比以前风速更大更柔和，戴森是真的好用，之前的用了快3年了，还是买的经典颜色，觉得这个颜色漂亮,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***j,2024-07-27 22:10:23,北京,戴森大品牌品质确实不错，风力和热度都分别有三个档位可以调节，吹头也可以根据造型替换。以前吹完头发感觉掉的很严重不敢用了，换了戴森安心一些。这款颜值在线。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
u***o,2024-07-31 20:29:06,江苏,"噪音大小：噪音低
外观外形：时尚、很漂亮
吹干效果：吹发速度快、效果好
头发养护：对发质的修复效果好
产品重量：杠杠的
送货时间：配送速度快",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
6***o,2024-07-14 17:37:39,河南,心心念念的吹飞机，终于被我下手了，果然没令我失望，经典的颜色是我最最喜欢的，效果就更令我满意了，真的5分钟都能吹干长发，防飞翘风嘴真的是我的最爱，半干状态吹出来的头发特别柔顺特别直，省去了去理发店，太太太完美了，喜欢,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***b,2024-07-31 22:49:49,江西,收到货了 京东物流发货很快，隔日就到了，这是第二次购买，很好用的一款吹风机，各种造型都可以 主要买来宝宝吹头发，噪音小 外观好看,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
Z***M,2024-08-01 14:44:08,北京,这款吹风机性价比超级高，搞活动抢购的，要不可不是这个价格能买到的，用起来特别好用，吹头发干的快，风力还大，颜值非常高，希望京东要一如既往的搞活动！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***4,2024-07-08 19:40:53,山东,用了一段时间，感受一下，好用，风量大，噪音小，头发还不干燥，特别适合孩子用。值得推荐。大品牌值得信赖。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
a***1,2024-07-15 14:19:16,广东,本来在其他平台买的24期，后面发现京东更便宜，而且这个颜色非常不错，非常的好看。戴森吹风机还是很值得的，618入手更加的划算。吹干比较快！防飞翘风嘴yyds！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***t,2024-07-31 09:36:35,江苏,戴森吹风机质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望，发货速度非常快，包装非常仔细、严实。物流公司服务态度很好，运动速度很快，很满意的一次购物！质量很好，希望更多的朋友信赖。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
淮***3,2024-07-31 10:47:37,江苏,一分钱一分货😍戴森的东西真的爱了，颜值就秒杀别的吹风机，拿在手上的手感也很棒。之前的吹风机是又吵又容易发烫，这个完全没有这些困扰。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
杨***三,2024-07-24 21:02:22,四川,真是很爱我的小吹风机！它的颜值也特别高！用起来也是嘎嘎好用！真的很喜欢！唯一一点点工业瑕疵也是可以忽略不计的！总之很喜欢！吹出来的头发也很顺～,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
w***g,2024-07-05 15:56:27,广东,逛了一下，就这个型号跟颜色是最便宜最划算的。戴森作为家用吹风机的领头羊，各个方面技术不断迭代升级给用户带来越来越好的体验。这一款同时配了四个吹风口，非常的nice,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***9,2024-07-30 08:47:27,江苏,非常不错的商品，价格也很不错。而且快递速度很快，基本上第二天就能送到，不会耽误正常的使用需求。商品本身质量很好，用起来很满意，后续还会再买的。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
u***1,2024-07-22 12:48:20,上海,第一次买戴森的吹风机，真的很不错，吹完头发很柔顺，价格合适，品质真的没法说，吹头发时噪音也很小，非常满意的一次购物，好评！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
N***S,2024-07-30 13:50:37,四川,戴森吹风机产品力在线，颜值在线，已经买过多个，这次还有收纳盒，非常完美！不论长头发还是短头发，都很实用，风量大，不伤发质！五星好评！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
m***q,2024-05-27 14:15:26,浙江,划痕比较多，打开包装还有很多灰尘&hellip;,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,3
u***s,2024-07-31 17:06:42,广东,收到货了。物流很快，包装也很精致。收到货，刚好洗头了，马上试用一下，真的感觉头发顺滑很多且有光泽。戴森品牌吹风机确实不错好用,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
k***o,2024-07-25 10:36:00,江苏,很好用，价格实惠，非常满意。质量也是令人满意，有活动价格还挺划算，整体还是满意的。有机会再买一点，点赞。总体来说，很不错。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
爱***丶,2024-07-24 07:16:45,海外,"非常不错的一款产品，很不错的一款产品,很完美，很棒。很不错，哈哈哈，值得购买，大家都可以去购买。很棒很完美。很不错。可以购买。大家尝试。",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
z***f,2024-07-05 15:00:25,四川,"，
产品重量：戴森这个吹风机，简直不摆了，非常非常好用，做工精细，吹发效果好，马上给孩子家买一把
头发养护：L",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
y***2,2024-07-07 22:30:18,江苏,完美，产品很惊艳，性价比合适，希望用的长久！包装非常好，很严实，值这个价格发货速度很快，东西包装的很好，价格优惠，我很满意👍，还会回购质量非常好，完全超出期望值，发货速度非常快，包装非常仔细、严实，很满意的一次购物,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
空***的,2024-07-10 18:47:24,河南,一直在等618戴森的这款吹风机降价，这次真的入手一直心心念念的吹风机了，噪音真的很小，外观设计也很精致，很快就可以吹干头发，快递小哥配送速度也很快。不错，喜欢,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
歆***7,2024-07-21 16:31:32,上海,"是正品，信赖商家，宝贝质感很好，价格也适中，无限回购！
很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***P,2024-07-21 11:26:28,陕西,"噪音大小：声音很小，挺安静的
外观外形：紫红色的配色很高级
吹干效果：超大风力，头发干的很快 就这样，一惯好评啦，不是非常烂一般不会差评",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
歆***7,2024-07-21 16:31:59,上海,"性价比非常高🍀，可以放心购买👍，做工非常精致🌈，值得购买😜！
包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买😍感谢🙏",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
美***木,2024-07-08 23:51:52,四川,"噪音大小：噪音比普通的小太多
外观外形：外形很好看，马卡龙色系
吹干效果：高温高风，加上柔和风嘴，五分钟就吹干
头发养护：很适合沙发发质，吹了很柔顺
送货时间：送货也很及时
总体来说很不错",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
歆***7,2024-07-21 16:31:47,上海,"宝贝非常棒，是自己想要的那种风格，到货也很快，谢谢老板，服务五颗星
物超所值，话不多说，这四个字已经说明了一切",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
Z***恒,2024-08-01 11:29:22,江苏,质量好，物超所值，真的是物有所值，价格实惠，质量真的不错，与卖家描述的完全一致，收到的时候包装完整，包裹的严严实实没有任何破损，品质依旧，客服服务态度很好，详细的解答了我的问题，卖家很好，对这次购物非常满意，如有需要会回购！！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
k***e,2024-07-17 23:29:10,四川,实用性和颜值都非常的赞，我很喜欢，还会再来买的发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！实用性和颜值都非常的赞，我很喜欢，还会再来买的发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
t***q,2024-07-29 22:25:35,广东,在这里选购安全方便快捷💜，快递小哥态度非常好，这个价格非常给力💪，十分推荐，会继续回购一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
江***文,2024-07-27 17:49:07,广东,第一次用戴森吹风机，风量很大，波普礼盒的吹风机造型非常好看，特意等吹了一次才来评价，头发不毛糙了，很顺滑，不愧是大牌吹风机，真的很好用,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***7,2024-07-17 19:30:22,辽宁,"戴森吹风机真的太好用了高端大气上档次，噪音非
常小，风力非常大，使用效果非常棒，家人非常喜
欢，产品质感非常好，我很喜欢，快递小哥送货速
度非常快，服务态度也特别好。",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
一***e,2024-07-24 19:16:55,河北,收到货，第一时间拆包装，质量非常好，与卖家描述的完全一致，完全超出我的期望值。包装非常仔细、严实，物流公司服务态度很好，运送速度很快。我很满意，感谢卖家。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
J***K,2024-07-14 08:35:35,浙江,对比其他品牌产品后发现，戴森吹风机的噪音比较小，风力比较大，配合多种风嘴，吹干速度明显快很多，而且外形美观，颜色好看，尺寸较小,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
酥***爸,2024-07-14 08:48:11,山东,风力比较大，噪音也偏小一点。15挺好的，都是基础功能。毕竟不是很宽裕，没办法经常换，基础功能不容易出问题。用了一段时间，最常用的还是柔和风嘴，其他的风嘴基本不碰。礼盒质感挺好但比较鸡肋。还送了梳子,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
寻***人,2024-07-13 23:40:18,广东,设计不错，配色也可以，吹风速度快，几乎没有对手，松下的功能多又太大了，品牌价值起码要占一半，能保证6年不坏就好了，也不要求用多久～,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,4
j***d,2024-07-22 15:06:47,广东,确实好用，真的是风再吹干头发，不是用温度烤干，吹的也快，夏天不用在大汗淋漓，外观也好看，整体重量比较轻，声音也没有很大。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
姑***你,2024-07-21 23:48:12,四川,618的价钱更便宜点，后悔当时没下手。现在买贵了一点点，但是在直播间抽奖，送了一个气垫梳，也是划算的。有好几个风嘴，磁吸扣很牢靠。风力特别大，目前用起来还是很棒的。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
忘***啊,2024-07-18 15:18:25,江苏,之前给朋友送了紫红色那款做生日礼物，朋友说这款吹风机挺好用的，所以一咬牙也买了。关键是正好碰到了活动促销，价格非常优惠！用了一个月左右特意来评价，确实挺好用的，我是沙发，这款吹风机能帮我吹的比较直！真的是早买早享受，nice！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
H***g,2024-01-27 10:18:30,广东,内衬绒面起毛绒&hellip;太影响质感了吧,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,3
j***e,2024-07-06 01:10:59,江苏,"噪音大小：噪音不太大，风速越快越大，低档还可以。
外观外形：漂亮，颜色好看。
吹干效果：吹干很快，几分钟解决问题。
头发养护：可以，自然。
产品重量：才用一个月，还行。
送货时间：半天就到了",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
1***0,2024-07-28 10:35:03,江苏,吹干效果：头发顺滑，明显不容易飞翘，不容易产生静电了，噪音：在可接受范围，干发速度：还行，产品不重，送货及时。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
0***1,2024-07-13 19:41:21,上海,"效果真不错比很久之前买的大几百松下好用，风大，最热的风也不会感觉烫头，干的还快。另外感觉四个风头设计真的好用，不同风型效果差异很大，我最喜欢有锯齿吹乱风那个。
回过头来说瑕疵的话，确实有外观有地方漆有小点凸起，喷嘴处那个据说是塑料塑形时的流痕有点影响颜值，但看其他买家秀都有这个痕迹，且考虑到主要是使用功能，没那么在意造型就算了",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
u***a,2024-07-22 21:40:56,广东,dyson这款颜色最便宜 但我觉得也挺好看的 这个梳子的确不错 风力强劲 头发多的人吹头发也快干 热力够 但不会吹得头皮烫 这就是技术吧,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
8***8,2024-07-31 19:10:43,内蒙古,贵有贵的道理，吹完头发不狂躁，很顺滑，还能造型，喜欢，就是造型内卷的头用完很热，这个有点不好。总之，戴森吹风机可以无限回购。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
u***b,2024-07-13 10:53:54,北京,真是太漂亮了。风力很大，以前一直用松下的，吹风有点慢。我闺女每次都闲太慢了，尤其夏天每天洗头发。特意买了戴森吹风机，吹风就是快。而且吹完的头发挺顺滑。不错。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
S***u,2024-07-25 19:42:29,福建,做了很久的功课才决定入手HD15，觉得HD15的性价比比HD16高。客服本来推荐我入手藏蓝色，但是还是抵不过紫红色的诱惑啊啊啊！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***o,2024-07-06 22:25:24,北京,x心心念念的戴森，终于下手了，种草好久了！百亿补贴买的，合适，风力够大，合适！温度可调节，负离子，吹头发不毛燥！喜欢的尽快入手吧！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
0***a,2024-07-21 10:51:52,北京,包装完好无损，京东自营发货及时，手感舒适，暖风温和不伤头发，吹完顺滑不毛躁。好评，准备再入一套送朋友。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***r,2024-07-12 09:39:31,北京,终于买到了戴森吹风机，蓝配金色颜值高，噪音不大吹干效果杠杠哒。戴森的产品不毁发还能养护头发，拿着有手感不是轻飘飘塑料的那种感觉，送货快外观外形设计的非常精致漂亮👍,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***m,2024-07-10 11:00:27,广东,听朋友推荐购买了戴森吹风机，用来吹头发，头发更加柔顺。以前头发吹完容易变得干枯发黄，用了戴森吹风机后，头发变柔顺而且不容易断，使人更有自信。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
未***理,2024-07-17 19:53:42,山东,有啥高科技和优点好处一概不知道，但是媳妇儿就是喜欢，替换下来的松下应付我这寸头也实属浪费，之前买无叶风扇总结此类出风方式缺点就是噪音都非常大。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
Z***M,2024-08-01 23:31:59,北京,京东搞活动同时买了2台一模一样的，早就看好了，就是没活动的时候太贵了，所以放购物车里，搞活动直接拍，质量没的说毕竟都对比好多品牌了，相信京东，会多多搞活动哒！,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
L***6,2024-07-23 21:11:03,河北,戴森作为高速吹风机鼻祖，紧跟时尚前沿，必须买这款紫色经典款，优质女性的必备神器，京东自营的电源插口完美适应国内插座，品质也更有保障。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***d,2024-08-04 13:07:43,北京,纠结了很久，对比了一些其他品牌，到底要不要买这个吹风机，最后入手确实没有失望，对长发风速也足够了，配了几个风嘴常用的也就一个。总的来说还可以，价格还是有点高。,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***y,2024-07-31 07:47:12,山西,"用着确实很舒服 用了防飞翘 感觉睡一觉就打回原型 可能我技术不太行
要是追求性价比 劝你放弃
因为买它就是图自己高兴 好歹自己也有努力工作",戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
j***行,2024-07-18 21:28:57,广东,心心念念了好多年的吹风机，终于买了一个，本来打算直接入新款的hd30，到手比较了一下，还是比较喜欢这款简洁的外观，不错不错,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
阿***河,2024-07-17 09:44:54,山东,戴森老牌的吹风机厂家，在吹风机领域还是比较优秀的.一直觉得他们家的产品使用起来能使头发更加顺滑柔软不干燥，所以想要推荐他们的产品.,戴森（DYSON）HD15 新一代吹风机 Dyson Supersonic 电吹风 负离子 进口家用 礼物推荐 HD15 藏青铜色,5
